title,min_order,company,min_price,max_price,rating,num_ratings
P4 HD Indoor LED Display Flexible For Conference Advertising & Digital Signage For Retail Store & Shopping Mall Sample Available,1.0,"Shenzhen Sansonic Technology Co., Ltd.",15.0,15.0,4.9,16.0
IPX8 Waterproof Swimming Headphones Bone Conduction Bluetooth 5.0 Wireless Headsets 16GB MP3 Audio Music Player Sport Earphone,50.0,"Guangzhou Shen Kang Electronic Technology Co., Ltd.",40.0,50.0,4.3,370.0
Expandable Memory Wireless Mini CarPlay AI BOX Adapter Dual WiFi Support Android Auto With YouTube Netflix IPTV for apple Cars,10.0,"Shenzhen Phoebus Link Technology Co., Ltd.",23.52,23.52,4.9,97.0
Hainayu Chip Integrated Electronic Components Diode Resistor Capacitor with Single SN74HC368NE4 SN74HC273QPWRG4Q1 SN74HC08PWT,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
Adult 3 Sided Toothbrush Compact & Portable With Enhanced Soft Bristle Design,30.0,"Puning Yuyuantai Plastic Co., Ltd.",0.25,0.25,4.2,7.0
(electronic components) 8183A,1.0,"Shenzhen Winsome Electronic Technology Co., Ltd.",0.003,0.098,4.2,7.0
Portable Electric Kettle 450ml Milk Warm Coffee Water Heater For Travel Portable Kettle For Travel Small Electric Travel Kettle,1.0,"Zhongshan Boya Electric Appliance Co., Ltd.",9.0,10.7,5.0,17.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.SOP8 HT6P20B",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.1,0.3,5.0,54.0
Eisler T5 Adult Customized OEM Electric Toothbrush Whitening Rechargeable Sonic IPX7 Medium IPX7 Sonic Electric Toothbrush,10.0,"Ningbo Eisler Electronic Technology Co., Ltd.",5.8,5.8,4.9,24.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.TQFP48 ADG726BSUZ",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.1,0.3,5.0,54.0
Xkancode Wearable Ring Wireless Barcode Scanner 2D Image Portable Cordless BT 2.4G Barcode Reader,2.0,"Shenzhen Xkancode Technology Co., Ltd.",32.0,45.0,5.0,54.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single M471A1K43DB1-CTDD0 M393A4K40CB2-CVFBQ,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
600Mbps USB WiFi Blue Tooth Adapter Dual Band 2.4/ 5.8Ghz Wireless External Receiver RTL8821CU Wi-Fi Dongle For PC Laptop,10.0,"Shenzhen V-Star Technology Co., Ltd.",3.3,3.3,4.7,53.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single M471A4G43BB1-CWED0 M471A4G43BB1-CWELL,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
AA LR6 AM3 Alkaline Battery Wholesale New 1.5v Non Rechargeable 5 Years OEM Service Toys With Ce Aluminium Jacket 24g CN;JIA,10.0,"Suzhou Nanguang Battery Co., Ltd.",0.08,0.09,4.8,88.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single BOM SPC5746CBK1AMKU6 S9S12P128J0MLH,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
Cheapest Shipping Products To Europe/USA/ Canada/ Italy/ Mexico/ Spain,2.0,"Fullsea Supply Chain (shenzhen) Co., Ltd.",5.0,5.0,5.0,4.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.SOP14 PIC16F616T PIC16F616T-I/SL",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.1,0.2,5.0,54.0
China Eco-friendly Waterproof Scratchproof PE Electronic Protection Durable Plastic Film For Packaging,1.0,"Foshan Ao Chuan Shun New Materials Industry Co., Ltd.",0.22,0.22,4.9,5.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single SGMOP17C-2XS8G/TR LAN9252I/PT,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
Hot Sale 45Inch Handle 90min Runtime 2nd Gear 90min Runtime Electric Home Spin Scrubber 7In1 Multifunction Cleaning Hlove Brush,5.0,"Liupima (dongguan) Technology Co., Ltd.",14.3,14.3,4.7,7.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single BOM ISL3331IRZ-T LT6230CS6-TRPBF,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
BLE 5.0 Easy-to-press Elder Caring Emergency Button,2.0,Shenzhen Moko Technology Ltd.,11.0,11.0,4.8,6.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single BOM MCF51AC256BVLKE FRDM665SPIEVB,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
Little Cute Cat Silicone Children's Bedroom LED Eye Protection Colorful Color Changing Desk Lamp Creative Gift,1.0,"Dongguan Zhanyi Plastic Products Co., Ltd.",3.74,4.21,5.0,1.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single BOM Si5383A-D00100-GM ET7301BY,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
High Quality Brass Euro Standard 60mm Backset Door Lock Cylinder Quality Assured With Reasonable Price,1.0,"Changxing Xianglong Lock Manufacture Co., Ltd.",1.68,1.72,4.8,88.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.QFN-16 3108 CY8CMBR3108 CY8CMBR3108-LQXIT",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.03,0.13,5.0,54.0
Portable Mobile Power Charger 2.5W 5V For 3.7V Battery Smart Phone Outdoor Camping Fast Charging Solar Panel,20.0,"Dongguan City Xinliangguang New Energy Technology Co., Ltd.",4.5,4.5,4.4,15.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.TQFP-48 ADG731BSUZ",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.1,0.3,5.0,54.0
ODM Home Essentials Professional 180ML 48KHZ UV Ultrasonic Cleaner Dentures Orthodontic Dental Pod Appliances Ultrasonic Cleaner,1.0,"Granbo Technology Industrial Shenzhen Co., Ltd.",9.26,11.6,4.8,35.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.TQFP48 ADG725BSUZ",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.1,0.3,5.0,54.0
BLDC High-end 110000rpm Electric Hair Dryer 200 Million Negative Ions High Speed Brushless Motor Professional Hair Dryer,50.0,"Shenzhen Zhichuangyuan Technology Co., Ltd.",32.0,32.0,4.4,17.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single BOM P006-001,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
Hot Sale Small A6 Spiral Bound Stationery Custom Cheap A4 A5 Printed Notepad For Meal Loose Leaf Feature,100.0,"Dongguan Washi Paper Culture Creative Co., Ltd.",0.1,0.5,4.7,32.0
Hainayu Integrated Circuit.electronic Components BOM.microcontroller.IGBT.transistor. SOT23-5 TCS2109-E33,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
Home Office Basic Mini Portable Desktop Water Cooler Hot&cold&normal Compressor Cooling To Fit Into Different Types Bottle On It,10.0,"Ningbo Good Water Source Environmental Protection Electrical Appliance Co., Ltd.",62.0,65.0,4.6,2.0
(Electronic Components) ELJRE6N8J,1.0,"Shenzhen Winsome Electronic Technology Co., Ltd.",25.0,25.0,4.6,2.0
One Step Hair Dryer Brush Rotating Blower Round Brush Hair Dryer Volumizer Hot Air Curler And Straightener Brush 110v To 240v,1.0,"Ningbo Ryaca Electrical Co., Ltd.",8.5,9.5,4.6,2.0
Hainayu Integrated Chip Electronic Components Diode Resistor Capacitor with Single BOM Table Quotation Battery LS14250 LS14500,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.13,0.17,4.8,88.0
Glomarket Tuya Zigbee Tempered Glass Concave Button Touch Light Switch 1/2/3/4 Gang Wifi Wall Switch Work With Google Alexa,5.0,"Shenzhen Glomarket Technology Co., Ltd.",9.5,14.0,4.8,101.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single BOM MCP2221A-I/ST MIC47050YML-TR,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
Wholesale Factory 110V 220V Capacitive 12v 1A Smart Led Bathroom Mirror Touch Sensor Switch with Dimming for Mirror Touch Switch,5.0,"Zhongshan Lailux Led Lighting Co., Ltd.",0.83,0.98,4.7,54.0
(Electronic Components) EB42,1.0,"Shenzhen Winsome Electronic Technology Co., Ltd.",25.0,25.0,4.7,54.0
AU European 220V To 110V Travel Adapter Converter All In 1 Waterproof Industrial Plug& Socket Best Travel Plug With USB,500.0,"Ningbo Selamp Electronic Tech Co., Ltd.",0.6,1.7,4.5,7.0
(ELECTRONIC COMPONENTS) C70E,1.0,"Shenzhen Winsome Electronic Technology Co., Ltd.",25.0,25.0,4.5,7.0
USB Extender Can Extend USB 3.2 Gen 1 5Gbps Signal To A Distance Up To 100m,10.0,"Shenzhen Keqi Electronics Co., Limited",195.0,205.0,4.9,10.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.106FBGA H5CG46AGBDX017N",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.1,0.3,5.0,54.0
Intelligent Plug RF Wireless Remote Control Outlet European Socket Plug,100.0,"Ningbo Aipulan Lighting Technology Co., Ltd.",3.2,3.5,5.0,2.0
(electronic components) LED7,10.0,"Shenzhen Winsome Electronic Technology Co., Ltd.",88.0,88.0,5.0,2.0
Brass C3604 C6801 Beryllium Copper Gold Plated 4 Pin 3 Pin SMT Spring Loaded Pogo Pin Connector,100.0,"Shenzhen In-Sail Precision Parts Co., Ltd.",0.5,0.5,5.0,2.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single BOM MAX86141ENP+,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
AFLION OEM Custom 104 Key Pbt Translucent Keyboard Mechanical Keyboard Special Color Personalized Two Color Key Cap,1.0,Dongguan Golden Orange Electronics Technology Limited,18.0,18.0,5.0,16.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.SOT89 4K 2SA2206 2SA2206(TE12L.F)",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.01,0.02,5.0,54.0
Fashion Smartwatch bluetooth ultra Relogio Reloj Inteligente Montre Intelligente Smart Watch Band 2025 Mystery Box,5.0,"Quanzhou Tucson Technology Co., Ltd.",3.5,3.5,4.5,184.0
"Adult 10000+ Soft Toothbrush, Black And White Classic Color, High-quality Toothbrush In Stock",3.0,"Yangzhou Yichuan Plastic Technology Co., Ltd.",0.45,0.45,4.2,26.0
15.6 Portable Monitor Lcd Dual Laptop Secondary Screen Consumer 2024 Mobile Monitor,10.0,"Shenzhen E-Tech Digital Technology Co., Ltd.",135.0,135.0,4.9,65.0
Cheap Fingerprint Smart Thumbprint Padlock USB Charging IP55 Waterproof Smart Fingerprint Padlock Quick Unlock,5.0,"Qingdao Minmetals Industry Co., Ltd.",8.53,8.53,5.0,4.0
Smart Watch Egg Surprise Sale Machine Lucky Plastic Wardrobe Electronic La Pc 5g Smartphone Mystery Box,1.0,"Shenzhen Yueqian Mofang Trading Co., Ltd.",4.9,4.9,3.7,385.0
YUXING Modern Zinc Alloy Door Lock Stopper Strong Magnetic Under Floor Door Stopper For Hotels,500.0,"Guangdong Yuxing Industry Co., Ltd.",0.76,0.77,5.0,2.0
Solar Power Bank 10000mAh Built in 4 Cables Outdoor Waterproof Portable Charge Flashlight Wireless Power Banks Solar,20.0,"Shenzhen Toptai Technology Co., Ltd.",5.2,6.2,4.7,42.0
USB Led Folding Eye Protection Desk Lamp Charged 1200mA Third Gear Dimming Mobile Phone Holder Reading Study Lamp,10.0,"Shantou Baojiayuan Technology Co., Ltd.",1.96,2.35,4.7,42.0
10000mAh Power Banks & Power Station Consumer Outdoor Wireless Fast Charging Portable Power Bank for Phone,100.0,"Ansmann Electronics (huizhou) Co., Ltd.",2.5,3.9,4.9,6.0
Patent Free Electric Toothbrush Replacement Heads Brushes Refill 4pcs Oral Brushes,10.0,"Guangzhou Aqua Skimmer Technology Co., Ltd.",0.55,0.55,4.8,17.0
LX60 Best Seller Electronics A9 Audifonos Bluetooth HeadsetTouch Screen ANC Ecouteur In-Ear Noise Reduction Battery Ecouteur,2.0,"Guangzhou Shen Kang Electronic Technology Co., Ltd.",5.4,5.4,4.3,370.0
Bathroom Hand Soap Dispenser Ceramic ABS Gold Marbling Dish Soap And Lotion Bottle Pump 300ml Soap Dispenser,10.0,"Shenzhen CHY Technology Co., Ltd.",3.15,3.15,4.8,31.0
100% Surprise Reviews Lucky Game Controllers Novelty Random Mouse Pads Mystery Box Smartwatch Phone SmartPhone,1.0,"Shenzhen Cyber Blue Electronic Co., Ltd.",44.14,44.14,4.1,189.0
Creative Bracelet Super Fast Charging Data Cable Charging Treasure Special 22cm Portable Wearable Data Cable,1.0,"Shenzhen Kaibao Technology Co., Ltd.",1.39,1.39,4.6,3.0
100% Surprise Novelty Electronics Random Mouse Pads Lucky Game Controllers Mysterious Christmas Gift Mystery Box Smartwatch,1.0,"Shenzhen If Then Technology Co., Ltd.",7.68,7.68,4.2,126.0
Aurora Borealis Star Starry Ocean Wave Projector LED Tabletop Bluetooth Music Speaker Player Night Light Northern Lamp,2.0,"Zhongshan Yixin Lighting Co., Ltd.",3.95,4.65,4.8,27.0
10.1 Inch Capacitive Touch Screen Monitor for Consumer 10.1-24 Inch Models 12 Months Warranty,2.0,"Shenzhen Kaiyan Electronic Technology Co., Ltd.",190.0,190.0,4.8,27.0
Factory Price Security Padlock Smart Door Lock Rechargeable Standard Waterproof Padlock With Fingerprint Key Wireless,2.0,Shenzhen Snp Industrial Group Corporation,6.8,9.5,5.0,9.0
Top Seller VIV-23M Headsets Led Light Headphones Gaming Headset Earbuds Free Shipping'S Items Mobile Phone,1.0,"Guangzhou Jianniobium Digital Co., Ltd.",2.88,2.88,4.3,98.0
Hot Selling 3 In 1 Laundry Detergent Pods For Washing Machine Washing Laundry Beads Laundry Detergent Capsules Clean Pods,2.0,"Guangdong Authentic Daily Chemical Technology Co., Ltd.",1.8,2.18,4.9,22.0
50000mAh Power Banks & Power Station Consumer Outdoor Fast Charging Power Bank Portable Charger Powerbank 50000mah,20.0,"Shenzhen Hedelong Industrial Co., Ltd.",3.99,10.88,4.8,41.0
Factory Wholesale Interactive Cat Toy-Automatic Rolling Ball Indoor Playing Stimulating Kitty's Hunting Instinct,10.0,"Ningbo Shuen Pet Products Co., Ltd.",1.63,1.63,5.0,2.0
Hot Product Free Samples Wired Headset Earphone OEM Headphones Gaming With Microphone for PC Computer Accessories,5.0,"Shenzhen Siberia Electronic Co., Ltd.",1.51,3.0,3.6,7.0
New Arrival 110v 220v Travel Portable Electric Garment Clothes Steamer 1200w Handheld Garment Steamer For Travel,120.0,"Ningbo Yinzhou Tingbin International Trade Co., Ltd.",10.0,10.0,4.5,41.0
High Quality HD08 Consumer Electronics,5.0,"Guangzhou Yienmanei Technology Co., Ltd.",60.0,60.0,4.6,94.0
Best Selling Bone Conduction Speaker For Sleep Stereo Bass Under Pillow Wireless Music Box Super Bass Audio Smart White Noise,10.0,"Shenzhen Abis Precision Technology Co., Ltd.",10.49,10.49,4.8,26.0
Holiday Wholesale mystery box 3C 5g smartphone surprise with products gadgets mystery box with items gift box,1.0,"Shenzhenshi Jingyingtong Trading Co., Ltd.",9.8,9.8,3.6,117.0
Smart Uv Light Self Cleaning Water Bottle With Reminder To Drink App 500ml Led Digital Temperature Display 316 Stainless Steel,50.0,"Shenzhen Lampda Photoelectric Technology Co., Ltd.",3.6,11.88,4.6,26.0
950BT Wireless Earphone Imported Wholesale Electronics Headphone,100.0,"Shenzhen Jackkay Electronic Technology Co., Ltd.",3.92,4.8,4.5,8.0
High Quality Argentina S-Mark Certificated 5W USB Wall Charger Mini Portable 5V 1A USB-A Fast Charger OVP For Earphones,100.0,"Guangdong Sengoog Technology Co., Ltd.",1.0,1.0,4.7,4.0
P47 M Audifonos Top Selling On-Ear Wireless Gaming Headset Blue Tooth Stereo Cute Cat Earphone for Aviation,2.0,"Shenzhen Yitaiwenhua Technology Co., Ltd.",1.45,1.45,4.4,842.0
Cheapest Factory Customizable Waterproof Non-slip Self-adhesive Silicone Rubber Bumper Foot Pad For Furniture Car,100.0,"Dongguan Singyik Environmentally Friendly Materials Co., Ltd.",0.01,0.01,5.0,2.0
Consumer Electronics P700 Mini Portable Projector Mobile Phone Android Video Led Smart Projectors & Presentation Equipment,1.0,"Shenzhen Salange Technology Co, Ltd.",45.8,45.8,4.6,80.0
250V Modern Custom Indian Socket Wall Switches And Sockets Electrical,100.0,"Lonon Industry Co., Ltd.",2.36,7.47,5.0,5.0
Used PS5 Slim Electronics New or Uesd,1.0,"Guangzhou Shuoshun Trading Co., Ltd.",190.0,210.0,5.0,5.0
AA AAA Factory Compatible With Energizer 1.5V LR6 LR03 Alkaline AA Battery For Remote Control Toys And Consumer,15.0,"Shuyang Xinneng Battery Co., Ltd.",0.08,0.08,3.0,3.0
Surprise Explosion Box by Mystery Box Electronics for All Special Occasions Exclusive for Consumer,1.0,"Shenzhen Yunqin Fangji Technology Co., Ltd.",9.88,9.88,4.0,185.0
"Free Sample 100ml Grinder Cap Glass Spice Bottle, Kitchen Gadgets Disposable Salt And Pepper Grinders",1.0,"Wuxi Tricera Trading Co., Ltd.",0.23,0.8,4.8,6.0
Surprise Electronics with Products Remax Auricular Audifonos Wireless Stereo Headset Tws Earbuds Sport Tws Earphones Headphones,1.0,"Shenzhen Jidimei Technology Co., Ltd.",9.8,9.8,3.5,502.0
Mini Home Aromas Humidifier For Car Or Home Innovative Products 2021 USB Home Essential Air Humidifiers,1.0,"Dongguan Xingying Intelligent Home Co., Ltd.",4.85,4.85,3.5,502.0
3C Electronics LED Reloj Wireless Bluetooth Earbuds Birthday Surprise Gift Boxes Lucky Mystery Blind Box Activity Tracker Pro,1.0,"Chengdu Xiaoliji Cultural Communication Co., Ltd.",19.9,19.9,4.1,30.0
2 In 1 USB Rechargeable Electric Bug Zapper Indoor Mini Mosquitoes Trap Lamp Racket Powerful Grid For Home & Outdoor Use,500.0,"Chaozhou City Feiba Electrical Appliance Co., Ltd.",1.59,1.99,4.7,4.0
Industrial Plastic Enclosure for Battery Box for Consumer,1.0,"Shenzhen Vin Plastic & Metal Products Co., Ltd.",4.5,4.5,4.8,12.0
2.4 GHZ K9 Dual Microfone Sem Fio Para Celular Micro Sans Fil Lapel Mini Lavalier Mic Wireless Microphone For Mobile Cell Phone,10.0,"Shenzhen Yongchuangcheng Technology Co., Limited",3.9,4.9,4.7,40.0
Best Selling Products 2025 Led Display Capsule for Mobile Phone for 50000Mah Fast Charging Portable Mini Power Bank,20.0,"Shenzhen Huaye Electronics Co., Limited",1.85,3.28,4.6,22.0
New Colorful Bpa Free Water Bottle Custom Double Wall Insulated Stainless Steel Water Bottle With Logo,50.0,"Yiwu Qipeng Daily Necessities Co., Ltd.",3.1,3.6,5.0,16.0
Wholesale High Quality OEM True Wireless Earphone Bluetooth 5.2 Colorful Waterproof Music Hi-FI Earphones Earbuds,1.0,"Guangzhou Langston Electronic Technology Co., Ltd.",3.1,3.4,4.8,300.0
LULA 2025 Kids Rechargeable Electric Toothbrush Super Soft Nano Head IPX7 Waterproof For Children's Household Use,2.0,"Shantou Lula Plastic Products Co., Ltd.",7.99,7.99,4.8,22.0
Factory YG300 4k HD Salange J9pro Portable Projector Mini Beam Pocket Mobile Home Video Projector Kids Story Projector,2.0,"Suzhou Huizhide Glass Material Technology Co., Ltd.",8.39,8.69,4.7,4.0
Hifi Headphones 3.5mm Type-C Wired Earphones with Earphone Custom logo for apple 5/6/7/15/16 Samsung/Xiaomi,20.0,"Shenzhen Xintailai Electronics Co., Ltd.",1.2,1.5,4.5,10.0
"2024 Smart Kitchen Accessories 4In1 Battery-Powered Electric Wine Opener Set with Base,Wine Pourer,Wine Stopper",25.0,"Zhuhai Kelitong Electronic Co., Ltd.",3.25,3.25,4.3,15.0
Aspor New Arrival 10000mAh Magnetic Wireless Fast Charging Power Bank 15W Ultra Slim Waterproof Design Type-C Input Smart Phones,999.0,"Guangzhou Aspor Electronics Co., Ltd.",6.81,6.81,4.4,16.0
YOUMAY U Shape Neck Back Shoulder Car Home Use Vibration Slimming Electric Massage Belt,2.0,"Huizhou Youmay Medical Equipment Co., Ltd.",4.99,8.99,4.2,4.0
Type-C Wired Earphones Hifi in Ear 3.5mm with Mic with for iphone Huawei/Xiaomi/Samsung,10.0,"Shenzhen Xintailai Electronics Co., Ltd.",1.3,1.6,4.5,10.0
Intel Core I3 2nd Generations 23.8 Inch All in One Pc I3 2100 RAM 4GB 128GB All-in-one Pc Desktop Computer,2.0,"Shenzhen Manwei Brother Technology Co., Limited",98.0,125.0,4.9,26.0
Portable Triple Screen 16:10 Innovative Electronic Products Dual Screen Laptop 14 Inch for Windows and for Mac Laptop,1.0,"Elekworld Technology Co., Ltd.",167.69,167.69,4.7,118.0
Factory Sale Mini Bluetooth Portable Speaker 40mm 4ohm 5W Waterproof Multifunction Driver Compact Portable Speakers,500.0,"Shenzhen Xuanda Electronics Co., Ltd.",0.89,1.0,5.0,5.0
"Hot Sale for Wholesale Lcd Led Oled Gaming 24"" 27"" 32"" 34"" 21.5inch 1080p 144hz 165hz 240hz Vga Cable Pc Monitors",1.0,"Guangdong Waigaa Electronics Co., Ltd.",45.0,45.0,5.0,9.0
Clothes Stain Remover Spray Powerful Stain Odor Remover Cleaning Spray,3.0,"Zhongshan Jietai Daily Chemical Co., Ltd.",0.93,1.25,5.0,9.0
"Factory Price BT Call 2.01"" TFT HD 300 MAh REAL SENSOR IP67 CE RoHS Original Smart Watch LCD Display",1.0,"Shenzhen Efast Technology Co., Ltd.",8.5,8.5,4.6,225.0
Ice Charge 10000mAh Portable Intelligent Cooling Fan Wireless Fast Charger Magnetic Power Bank With Built-in Fan,500.0,"Shenzhen Hisone Technology Co., Ltd.",8.8,9.8,4.9,12.0
Hainayu Chip IC Integrated Electronic Components Diode Resistor Capacitor with Single BSZ019N03LS XDPE19283B-0000-US02G,1.0,"Shenzhen Hainayu Electronics Co., Ltd.",0.02,0.02,4.8,88.0
3 in 1 Spin Scrubber Wireless USB Rechargeable Kitchen Bathtub Tile Cleaning Dishwashing Brush Electric Cleaning Brush,50.0,Guangzhou Ruipu Industrial Company Limited,1.48,1.5,4.8,8.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.SOP18 TD62783AFG",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.03,0.13,5.0,54.0
Factory Direct Wall Mounted Wall Socket Indian Electric Switches And Sockets,500.0,"Lonon Industry Co., Ltd.",1.76,4.58,5.0,5.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.QFN33-16 DIO6833ECL16",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.1,0.2,5.0,54.0
Wholesale High Quality Leather Portable Bracelet Cable Fashion Mini Data Charging Cable,2.0,"Shenzhen Kaibao Technology Co., Ltd.",1.5,1.5,4.6,3.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.TO-252 9M15BG MC79M15BDTRKG",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.03,0.12,5.0,54.0
Men Women's New IP68 Waterproof Smart Ring Multi-Sport Mode Heart Rate Blood Oxygen Sleep Monitoring Features Android Compatible,5.0,"Shenzhen Bsxtek Technology Co., Ltd.",15.46,16.5,5.0,1.0
(electronic components) 216015,1.0,"Shenzhen Winsome Electronic Technology Co., Ltd.",0.12,0.307,5.0,1.0
20W PD USB Fast Charger Type-c Wall Charger 3C CCC CQC Certification QC3.0 USB-C Charging For AirPods Watch 5V3A OTP Made China,100.0,"Guangdong Sengoog Technology Co., Ltd.",1.4,1.7,4.7,4.0
(electronic components) 85340,1.0,"Shenzhen Winsome Electronic Technology Co., Ltd.",0.12,0.307,4.7,4.0
Smart Portable Travel Kettle Portable Electric Cup And Multiple Functions For Trip Mini Electric Kettle Smart Boiler For Trips,1.0,"Zhongshan Boya Electric Appliance Co., Ltd.",9.5,11.0,5.0,17.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.VQFN-16 L61495 LM61495RPHR",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.2,0.5,5.0,54.0
BC-6Y Fully Automatic 6 Head Smd Pick and Place Assembly Machine Desktop Chip Mounter LED Smt Production Pick and Place Machine,1.0,"Wenzhou Zhengbang Electronic Equipment Co., Ltd.",10785.0,10785.0,4.7,22.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.SOT23-5 TSV911IYLT",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.01,0.03,5.0,54.0
Portable Cordless 2500mAh Battery 380R/min 300R/min 2nd Gear Home Electric Spin 7-in-1 Cleaning Kit With Brush-multi,5.0,"Liupima (dongguan) Technology Co., Ltd.",11.5,14.3,4.7,7.0
(ELECTRONIC COMPONENTS) AL1H-M11G,1.0,"Shenzhen Winsome Electronic Technology Co., Ltd.",0.244,0.987,4.7,7.0
24pcs/Carton Wholesale Waterproof Neutral Silicone Sealant Mildew Proof Kitchen Bathroom Caulking Sealant,24.0,"Hebei Pengda Technology Development Co., Ltd.",0.4,0.75,4.0,4.0
"IC.INTEGRATED CIRCUITS, MICROCONTROLLERS.ELECTRONIC COMPONENTS, IGBT TRANSISTORS.TQFP240 EP3C16Q240C8N",5.0,"Shenzhen Yukeda Electronics Co., Ltd.",0.2,0.5,5.0,54.0
50L Smart Recycle Trash Bins Manufacturer Design Sensor Dustbin 13Gallen Waste Bin Automatically For Kitchen Garbage,2.0,"Zhongshan Hi-na Lifestyle Co.,Ltd.",21.5,26.5,4.7,8.0
(ELECTRONIC COMPONENTS) DEVICE5,1.0,"Shenzhen Winsome Electronic Technology Co., Ltd.",0.22,0.54,4.7,8.0
Mobile Phone USB Car Chargers With Dual USB C Port PD 40W Fast Charging Car Phone Charger Adapter,10.0,"Jiangmen Pengjiang District Sichuang Trading Co., Ltd.",1.25,1.25,4.2,5.0
(Electronic Components) LF-120,5.0,"Shenzhen Winsome Electronic Technology Co., Ltd.",0.132,0.401,4.2,5.0
3/4W High Voltage 2010 1K-100R Ohm 1% 5% SMD Chip Resistor Thick Film Chip Resistors,10.0,"Dongguan Tairan Electronics Co. , Ltd.",0.05,0.07,5.0,7.0
Hybrid 5000W Solar Inverter Converter Pure Sine Wave 12V 24V 220V 110v 600W 1000W 1500W Onduleur Air Conditioner 1A UPS Car E4g,1.0,"Zhongshan Baoyue Core Electronics Co., Ltd.",84.0,84.0,4.8,31.0
